
(-16.31945177185954,0.07025438368013)
(-16.28929077539104,-0.02519655116811)
(-16.40515418437374,0.04559555709003)
(-16.32037003839586,0.03117083536994)
(-16.58997336039559,0.05681399952129)
(-16.54433198199872,-0.06439299420124)
(-16.22679900432425,-0.00650999769681)
(-16.07078071420056,-0.13065485057055)
(-16.16044720089677,-0.48464680881012)
(-15.69014759955192,0.45938176331394)
(-17.10144168154000,-0.08932265212223)
(-17.93005391794916,-0.09101184877095)
(-16.35450176419195,0.00303435778601)
(-16.31462601684029,0.00907807345127)
(-16.31134352465055,0.06871270282976)
(-16.33922096703602,0.02447179312933)
(-16.19290585316640,-0.15290712058685)
(-16.42761793725294,-0.07663453523206)
(-16.58456308281623,0.01734036755056)
(-16.59877130847132,0.01847409381531)
(-16.54916394850008,-0.03238718159058)
(-16.16627651482661,-0.03220421079696)
(-16.41410118667064,-0.01376779814719)
(-16.38120733089719,0.00295699651125)
(-16.20175629251610,0.00444926268741)
(-17.42590363659533,0.57221372608849)
(-20.00338801839557,0.54296134183609)
(-17.37899851735253,-0.53899352101750)
(-17.38480785476131,-0.53010282433449)
(-16.24305003876726,0.04389285829814)
(-16.02301031986452,-0.06763946588233)
(-17.01610256613919,0.21465713024824)
(-16.41553802241724,-0.11652085657738)
(-16.12922869267596,0.02190041606507)
(-16.17022257633896,-0.02493058488148)
(-16.13906151780117,-0.03247883558236)
(-16.24465390221786,0.02936998731666)
(-16.20607075250625,0.01038872299838)
(-16.30845125063985,-0.00399137450980)
(-16.57127095702955,-0.03938970118981)
(-16.25453748608769,0.03110448067953)
(-16.68007499308174,-0.05848873001286)
(-16.40776266487438,-0.09706632901071)
(-16.36114460334738,-0.00504476142236)
(-16.68560530555094,0.02397210620158)
(-16.47363594940474,-0.00055379244991)
(-16.35130893196227,0.04576630001985)
(-16.37088168364609,-0.05798015120155)
(-16.30858775536795,-0.09247450302219)
(-16.38665149162579,-0.07261339689266)
(-16.41868320675142,-0.06934651223328)
(-16.36397679051971,0.06279443182430)
(-16.78687332635207,-0.23069611196533)
(-16.51729262624652,0.01222770498453)
(-16.34062086516663,-0.02115781653277)
(-16.37428322688221,-0.00962324604750)
(-16.34279501182145,-0.02686235648472)
(-16.18630255899413,0.02593657881720)
(-16.23661174523503,0.06532130526711)
(-16.34258364225436,0.03122138727981)
(-16.36330388092095,0.07277655547020)
(-16.42725277720819,0.02082642681355)
(-16.97132960171842,-0.00291472022720)
(-16.16070142413638,-0.02555078141157)
(-16.34459520521120,-0.01078449208538)
(-16.32905516113957,0.00960527032262)
(-16.19602284816270,-0.03298700480674)
(-16.03326461833983,0.00356008137364)
(-16.29836612425970,0.06687582839935)
(-16.33873888811291,0.15391014978803)
(-16.32060706244258,0.10052227024732)
(-16.43417939101404,0.09486484046672)
(-16.26870579078916,0.01914062213816)
(-15.91170799139328,-0.05682827969284)
(-16.24459064380112,-0.01868143624602)
(-16.39627902492345,-0.00222617030288)
(-16.36462208192941,0.02938413443045)
(-16.08442609301999,0.03447296214877)
(-16.27535441947885,0.01036240160905)
(-16.22752423429537,-0.02457214260713)
(-16.09552141217898,-0.01259117979346)
(-16.13705035734331,-0.00037304941101)
(-16.54654095907061,0.01665670304206)
(-16.69728899310120,0.03891590938782)
(-16.18990832017860,0.03987218315348)
(-16.26723944541761,0.01780834918054)
(-16.49159770119849,-0.04035406372322)
(-16.30492532540036,0.02273580637049)
(-16.47117705666370,-0.02037802738365)
(-16.36195914743681,-0.03238184602384)
(-16.55482087108969,-0.09733178159558)
(-16.39379025726699,-0.13932988062043)
(-16.46607453557940,0.06480728640257)
(-16.37435487280949,-0.04573102279780)
(-16.30988861198036,-0.17661937209230)
(-16.30011938315003,-0.11638172016821)
(-16.24768666438630,-0.10548146375211)
(-16.57119366715102,0.27771749524375)
(-16.23480072709483,0.12145072355186)
(-16.44865711055586,-0.12604315362641)
(-16.20113835371397,0.06545368964448)
(-16.39712840396337,0.01112496226306)
(-16.22109968704446,-0.12076670307759)
(-16.21678212730729,0.02770692393975)
(-16.29615009372678,0.00195279121932)
(-16.20378796294704,-0.01574485578250)
(-16.60478536386998,0.10714187928459)
(-16.23705177230982,0.02787839662574)
(-16.26048453028705,-0.04974404021717)
(-16.36571161974482,-0.00775883694726)
(-16.28441079273308,-0.07218621915154)
(-16.21652835652948,-0.01858353499964)
(-16.07800602313185,-0.04491178745780)
(-16.22449585892354,-0.02513845521185)
